No.,Time,Source,Destination,Protocol,Length,Info,Class
3895,29.121261,Local,Google,TCP,54,ACK,browsing
3897,29.121431,Local,Google,TCP,54,ACK,browsing
3899,29.132459,Local,Google,TCP,54,ACK,browsing
3901,29.139015,Local,Google,TCP,54,ACK,browsing
3902,29.184,Local,Google,TCP,54,ACK,browsing
3903,29.184299,Google,Local,TCP,60,ACK,browsing
3905,29.249911,Local,Google,TCP,54,ACK,browsing
3907,29.25532,Local,Google,TCP,54,ACK,browsing
3909,29.260227,Local,Google,TCP,54,ACK,browsing
3912,29.263848,Google,Local,TCP,60,ACK,browsing
3913,29.263848,Google,Local,TCP,60,ACK,browsing
3915,29.266704,Local,Google,TCP,54,ACK,browsing
3917,29.267853,Local,Google,TCP,54,ACK,browsing
3919,29.274574,Local,Google,TCP,54,ACK,browsing
3921,29.290938,Local,Google,TCP,54,ACK,browsing
3923,29.297235,Local,Google,TCP,54,ACK,browsing
3925,29.29854,Local,Google,TCP,54,ACK,browsing
3927,29.298681,Local,Google,TCP,54,ACK,browsing
3929,29.305076,Local,Google,TCP,54,ACK,browsing
3931,29.32226,Local,Google,TCP,54,ACK,browsing
3933,29.328671,Local,Google,TCP,54,ACK,browsing
3936,29.335812,Local,Google,TCP,54,ACK,browsing
3938,29.336007,Google,Local,TCP,60,ACK,browsing
3940,29.406016,Local,Google,TCP,54,ACK,browsing
3942,29.41214,Local,Google,TCP,54,ACK,browsing
3944,29.412833,Local,Google,TCP,54,ACK,browsing
3946,29.42108,Local,Google,TCP,54,ACK,browsing
3948,29.421855,Local,Google,TCP,54,ACK,browsing
3950,29.428563,Local,Google,TCP,54,ACK,browsing
3952,29.516671,Local,Google,TCP,54,ACK,browsing
3954,29.522476,Local,Google,TCP,54,ACK,browsing
3956,29.526337,Local,Google,TCP,54,ACK,browsing
3958,29.53268,Local,Google,TCP,54,ACK,browsing
3960,29.534115,Local,Google,TCP,54,ACK,browsing
3962,29.541304,Local,Google,TCP,54,ACK,browsing
3964,29.598672,Local,Google,TCP,54,ACK,browsing
3966,29.603941,Local,Google,TCP,54,ACK,browsing
3968,29.605343,Local,Google,TCP,54,ACK,browsing
3970,29.612011,Local,Google,TCP,54,ACK,browsing
3972,29.61559,Local,Google,TCP,54,ACK,browsing
3974,29.622119,Local,Google,TCP,54,ACK,browsing
3976,29.678563,Local,Google,TCP,54,ACK,browsing
3978,29.684681,Local,Google,TCP,54,ACK,browsing
3980,29.686723,Local,Google,TCP,54,ACK,browsing
3982,29.694026,Local,Google,TCP,54,ACK,browsing
3983,29.69595,Local,Static,TCP,54,TCP Keep Alive,browsing
3984,29.696229,Static,Local,TCP,60,TCP Keep Alive,browsing
3986,29.719937,Local,Google,TCP,54,ACK,browsing
3988,29.727045,Local,Google,TCP,54,ACK,browsing
3990,29.793989,Local,Google,TCP,54,ACK,browsing
3992,29.800547,Local,Google,TCP,54,ACK,browsing
3994,29.802187,Local,Google,TCP,54,ACK,browsing
3996,29.808469,Local,Google,TCP,54,ACK,browsing
3998,29.81028,Local,Google,TCP,54,ACK,browsing
4000,29.810372,Local,Google,TCP,54,ACK,browsing
4002,29.816827,Local,Google,TCP,54,ACK,browsing
4004,29.884995,Local,Google,TCP,54,ACK,browsing
4006,29.891175,Local,Google,TCP,54,ACK,browsing
4008,29.899086,Local,Google,TCP,54,ACK,browsing
4010,29.922198,Local,Google,TCP,54,ACK,browsing
4011,29.956015,Local,Google,TCP,54,ACK,browsing
4012,29.957819,Google,Local,TCP,60,ACK,browsing
4014,30.050117,Local,Google,TCP,54,ACK,browsing
4016,30.051088,Local,Google,TCP,54,ACK,browsing
4018,30.051249,Local,Google,TCP,54,ACK,browsing
4020,30.054088,Local,Google,TCP,54,ACK,browsing
4022,30.05425,Local,Google,TCP,54,ACK,browsing
4024,30.054376,Local,Google,TCP,54,ACK,browsing
4026,30.056997,Local,Google,TCP,54,ACK,browsing
4028,30.058113,Local,Google,TCP,54,ACK,browsing
4030,30.058235,Local,Google,TCP,54,ACK,browsing
4031,30.058228,Google,Local,TCP,1474,ACK,browsing
4032,30.058248,Local,Google,TCP,54,ACK,browsing
4033,30.058324,Google,Local,TCP,4314,ACK,browsing
4034,30.058336,Local,Google,TCP,54,ACK,browsing
4035,30.058388,Google,Local,TCP,2894,ACK,browsing
4036,30.058399,Local,Google,TCP,54,ACK,browsing
4038,30.058512,Local,Google,TCP,54,ACK,browsing
4040,30.05868,Local,Google,TCP,54,ACK,browsing
4041,30.058861,Google,Local,TCP,4314,ACK,browsing
4042,30.05887,Local,Google,TCP,54,ACK,browsing
4044,30.058934,Local,Google,TCP,54,ACK,browsing
4046,30.059236,Local,Google,TCP,54,ACK,browsing
4048,30.059704,Local,Google,TCP,54,ACK,browsing
4050,30.061931,Local,Google,TCP,54,ACK,browsing
4052,30.065929,Local,Google,TCP,54,ACK,browsing
4054,30.08569,Local,Google,TCP,54,ACK,browsing
4057,30.089346,Local,Google,TCP,54,ACK,browsing
4058,30.089458,Google,Local,TCP,60,ACK,browsing
4060,30.090727,Google,Local,TCP,60,ACK,browsing
4062,30.094196,Local,Google,TCP,54,ACK,browsing
4064,30.099186,Local,Google,TCP,54,ACK,browsing
4066,30.127881,Local,Google,TCP,54,ACK,browsing
4068,30.131944,Local,Google,TCP,54,ACK,browsing
4070,30.13225,Local,Google,TCP,54,ACK,browsing
4072,30.212885,Local,Google,TCP,54,ACK,browsing
4074,30.216119,Local,Google,TCP,54,ACK,browsing
4076,30.221135,Local,Google,TCP,54,ACK,browsing
4078,30.225453,Local,Google,TCP,54,ACK,browsing
4080,30.235205,Local,Google,TCP,54,ACK,browsing
4082,30.238362,Local,Google,TCP,54,ACK,browsing
4084,30.288047,Local,Google,TCP,54,ACK,browsing
4086,30.292055,Local,Google,TCP,54,ACK,browsing
4088,30.296831,Local,Google,TCP,54,ACK,browsing
4090,30.30031,Local,Google,TCP,54,ACK,browsing
4092,30.319434,Local,Google,TCP,54,ACK,browsing
4094,30.325569,Local,Google,TCP,54,ACK,browsing
4096,30.549132,Local,Google,TCP,54,ACK,browsing
4098,30.602152,Local,Google,TCP,54,ACK,browsing
4100,30.603135,Local,Google,TCP,54,ACK,browsing
4102,30.611013,Local,Google,TCP,54,ACK,browsing
4104,30.62543,Local,Google,TCP,54,ACK,browsing
4106,30.633555,Local,Google,TCP,54,ACK,browsing
4107,30.724017,Local,CDN,TCP,54,TCP Dup ACK,browsing
4108,30.724283,CDN,Local,TCP,60,TCP Dup ACK,browsing
4110,30.862814,Local,Google,TCP,54,ACK,browsing
4112,30.8662,Local,Google,TCP,54,ACK,browsing
4114,30.866409,Local,Google,TCP,54,ACK,browsing
4116,30.872998,Local,Google,TCP,54,ACK,browsing
4118,30.884811,Local,Google,TCP,54,ACK,browsing
4120,30.892557,Local,Google,TCP,54,ACK,browsing
4122,30.893154,Local,Google,TCP,54,ACK,browsing
4124,30.900165,Local,Google,TCP,54,ACK,browsing
4126,30.900475,Local,Google,TCP,54,ACK,browsing
4128,30.900712,Local,Google,TCP,54,ACK,browsing
4130,30.901225,Local,Google,TCP,54,ACK,browsing
4132,30.901963,Local,Google,TCP,54,ACK,browsing
4134,30.902891,Local,Google,TCP,54,ACK,browsing
4136,30.903561,Local,Google,TCP,54,ACK,browsing
4138,30.903741,Local,Google,TCP,54,ACK,browsing
4140,30.904213,Local,Google,TCP,54,ACK,browsing
4142,30.904242,Local,Google,TCP,54,ACK,browsing
4144,30.93252,Local,Google,TCP,54,ACK,browsing
4146,30.93561,Local,Google,TCP,54,ACK,browsing
4147,30.976033,Local,CDN,TCP,54,TCP Dup ACK,browsing
4148,30.976322,CDN,Local,TCP,60,TCP Dup ACK,browsing
4150,31.015446,Local,Google,TCP,54,ACK,browsing
4152,31.019482,Local,Google,TCP,54,ACK,browsing
4154,31.023568,Local,Google,TCP,54,ACK,browsing
4156,31.026996,Local,Google,TCP,54,ACK,browsing
4158,31.066483,Local,Google,TCP,54,ACK,browsing
4160,31.070327,Local,Google,TCP,54,ACK,browsing
4162,31.100068,Local,Google,TCP,54,ACK,browsing
4164,31.103234,Local,Google,TCP,54,ACK,browsing
4166,31.107799,Local,Google,TCP,54,ACK,browsing
4168,31.112223,Local,Google,TCP,54,ACK,browsing
4170,31.116823,Local,Google,TCP,54,ACK,browsing
4172,31.120316,Local,Google,TCP,54,ACK,browsing
4174,31.220207,Local,Google,TCP,54,ACK,browsing
4176,31.223924,Local,Google,TCP,54,ACK,browsing
4178,31.22466,Local,Google,TCP,54,ACK,browsing
4180,31.233194,Local,Google,TCP,54,ACK,browsing
4182,31.237359,Local,Google,TCP,54,ACK,browsing
4184,31.237593,Local,Google,TCP,54,ACK,browsing
4186,31.248947,Local,Google,TCP,54,ACK,browsing
4188,31.251832,Local,Google,TCP,54,ACK,browsing
4190,31.291315,Local,Google,TCP,54,ACK,browsing
4192,31.296191,Local,Google,TCP,54,ACK,browsing
4194,31.29885,Local,Google,TCP,54,ACK,browsing
4196,31.298901,Local,Google,TCP,54,ACK,browsing
4198,31.30262,Local,Google,TCP,54,ACK,browsing
4200,31.325747,Local,Google,TCP,54,ACK,browsing
4202,31.327174,Local,Google,TCP,54,ACK,browsing
4203,31.327134,Google,Local,TCP,4398,ACK,browsing
4204,31.327206,Local,Google,TCP,54,ACK,browsing
4206,31.327223,Local,Google,TCP,54,ACK,browsing
4208,31.40966,Local,Google,TCP,54,ACK,browsing
4210,31.410893,Local,Google,TCP,54,ACK,browsing
4212,31.411084,Local,Google,TCP,54,ACK,browsing
4214,31.417677,Local,Google,TCP,54,ACK,browsing
4216,31.421261,Local,Google,TCP,54,ACK,browsing
4218,31.421432,Local,Google,TCP,54,ACK,browsing
4220,31.421951,Local,Google,TCP,54,ACK,browsing
4222,31.425565,Local,Google,TCP,54,ACK,browsing
4224,31.429313,Local,Google,TCP,54,ACK,browsing
4226,31.520289,Local,Google,TCP,54,ACK,browsing
4228,31.523831,Local,Google,TCP,54,ACK,browsing
4230,31.536187,Local,Google,TCP,54,ACK,browsing
4232,31.539757,Local,Google,TCP,54,ACK,browsing
4234,31.540366,Local,Google,TCP,54,ACK,browsing
4236,31.540885,Local,Google,TCP,54,ACK,browsing
4238,31.548983,Local,Google,TCP,54,ACK,browsing
4240,31.549051,Local,Google,TCP,54,ACK,browsing
4241,31.548873,Google,Local,TCP,4398,ACK,browsing
4242,31.549083,Local,Google,TCP,54,ACK,browsing
4244,31.549114,Local,Google,TCP,54,ACK,browsing
4246,31.611346,Local,Google,TCP,54,ACK,browsing
4248,31.611444,Local,Google,TCP,54,ACK,browsing
4250,31.613167,Local,Google,TCP,54,ACK,browsing
4252,31.620492,Local,Google,TCP,54,ACK,browsing
4253,31.62043,Google,Local,TCP,2894,ACK,browsing
4254,31.620547,Local,Google,TCP,54,ACK,browsing
4255,31.620625,Google,Local,TCP,110,ACK,browsing
4256,31.620649,Local,Google,TCP,54,ACK,browsing
4258,31.620671,Local,Google,TCP,54,ACK,browsing
4260,31.622701,Local,Google,TCP,54,ACK,browsing
4262,31.632678,Local,Google,TCP,54,ACK,browsing
4264,31.6351,Local,Google,TCP,54,ACK,browsing
4266,31.69589,Local,Google,TCP,54,ACK,browsing
4269,31.697787,Google,Local,TCP,60,ACK,browsing
4270,31.697787,Google,Local,TCP,60,ACK,browsing
4271,31.697787,Google,Local,TCP,60,ACK,browsing
4273,31.698303,Local,Google,TCP,54,ACK,browsing
4275,31.70625,Local,Google,TCP,54,ACK,browsing
4279,31.710217,Local,Google,TCP,54,ACK,browsing
4281,31.710845,Local,Google,TCP,54,ACK,browsing
4284,31.710959,Local,Google,TCP,54,ACK,browsing
4285,31.711084,Google,Local,TCP,60,ACK,browsing
4287,31.731572,Local,Google,TCP,54,ACK,browsing
4289,31.73164,Local,Google,TCP,54,ACK,browsing
4291,31.733604,Local,Google,TCP,54,ACK,browsing
4293,31.734805,Local,Google,TCP,54,ACK,browsing
4295,31.855591,Local,Google,TCP,54,ACK,browsing
4297,31.858452,Local,Google,TCP,54,ACK,browsing
4299,31.86503,Local,Google,TCP,54,ACK,browsing
4301,31.865057,Local,Google,TCP,54,ACK,browsing
4303,31.868466,Local,Google,TCP,54,ACK,browsing
4305,31.874584,Local,Google,TCP,54,ACK,browsing
4307,31.874679,Local,Google,TCP,54,ACK,browsing
4309,31.876416,Local,Google,TCP,54,ACK,browsing
4311,31.896194,Local,Google,TCP,54,ACK,browsing
4313,31.896239,Local,Google,TCP,54,ACK,browsing
4315,31.899608,Local,Google,TCP,54,ACK,browsing
4317,31.900868,Local,Google,TCP,54,ACK,browsing
4319,31.901221,Local,Google,TCP,54,ACK,browsing
4321,31.903467,Local,Google,TCP,54,ACK,browsing
4323,31.917051,Google,Local,TCP,60,ACK,browsing
4325,31.926995,Local,Google,TCP,54,ACK,browsing
4326,32.00001,Local,Amazon,TCP,54,TCP Dup ACK,browsing
4327,32.000038,Local,117.18.237.29,TCP,54,TCP Dup ACK,Unknown
4328,32.000048,Local,Static,TCP,54,TCP Dup ACK,browsing
4329,32.000227,CDN,Local,TCP,60,TCP Dup ACK,browsing
4330,32.000227,117.18.237.29,Local,TCP,60,TCP Dup ACK,Unknown
4331,32.000228,Static,Local,TCP,60,TCP Dup ACK,browsing
4333,32.007541,Local,Google,TCP,54,ACK,browsing
4335,32.0077,Local,Google,TCP,54,ACK,browsing
4337,32.008939,Local,Google,TCP,54,ACK,browsing
4339,32.012143,Local,Google,TCP,54,ACK,browsing
4341,32.012308,Local,Google,TCP,54,ACK,browsing
4343,32.012372,Local,Google,TCP,54,ACK,browsing
4345,32.015095,Local,Google,TCP,54,ACK,browsing
4347,32.022965,Local,Google,TCP,54,ACK,browsing
4348,32.023126,Google,Local,TCP,5734,ACK,browsing
4349,32.023139,Local,Google,TCP,54,ACK,browsing
4350,32.023264,Google,Local,TCP,4314,ACK,browsing
4351,32.023275,Local,Google,TCP,54,ACK,browsing
4353,32.023341,Local,Google,TCP,54,ACK,browsing
4355,32.023419,Local,Google,TCP,54,ACK,browsing
4356,32.02366,Google,Local,TCP,4314,ACK,browsing
4357,32.023673,Local,Google,TCP,54,ACK,browsing
4359,32.023767,Local,Google,TCP,54,ACK,browsing
4361,32.023906,Local,Google,TCP,54,ACK,browsing
4363,32.02405,Local,Google,TCP,54,ACK,browsing
4365,32.024533,Local,Google,TCP,54,ACK,browsing
4367,32.028055,Local,Google,TCP,54,ACK,browsing
4369,32.028149,Local,Google,TCP,54,ACK,browsing
4371,32.028162,Local,Google,TCP,54,ACK,browsing
4373,32.038294,Google,Local,TCP,60,ACK,browsing
4375,32.088608,Local,Google,TCP,54,ACK,browsing
4377,32.092227,Local,Google,TCP,54,ACK,browsing
4379,32.097629,Local,Google,TCP,54,ACK,browsing
4381,32.099591,Local,Google,TCP,54,ACK,browsing
4383,32.120292,Local,Google,TCP,54,ACK,browsing
4385,32.124059,Local,Google,TCP,54,ACK,browsing
4387,32.204386,Local,Google,TCP,54,ACK,browsing
4389,32.207053,Local,Google,TCP,54,ACK,browsing
4391,32.215066,Local,Google,TCP,54,ACK,browsing
4393,32.2183,Local,Google,TCP,54,ACK,browsing
4395,32.218372,Local,Google,TCP,54,ACK,browsing
4397,32.225511,Local,Google,TCP,54,ACK,browsing
4399,32.229199,Local,Google,TCP,54,ACK,browsing
4400,32.229144,Google,Local,TCP,1474,ACK,browsing
4401,32.229245,Local,Google,TCP,54,ACK,browsing
4403,32.229326,Local,Google,TCP,54,ACK,browsing
4405,32.256003,Local,CDN,TCP,54,TCP Dup ACK,browsing
4406,32.25602,Local,CDN,TCP,54,TCP Dup ACK,browsing
4407,32.256189,Google,Local,TCP,60,ACK,browsing
4408,32.256189,CDN,Local,TCP,60,TCP Dup ACK,browsing
4409,32.256189,CDN,Local,TCP,60,TCP Dup ACK,browsing
4411,32.257256,Google,Local,TCP,60,ACK,browsing
4412,32.259958,Local,117.18.237.29,TCP,54,TCP Dup ACK,Unknown
4413,32.260188,117.18.237.29,Local,TCP,60,TCP Dup ACK,Unknown
4416,32.267321,Local,Google,TCP,54,ACK,browsing
4418,32.267495,Google,Local,TCP,60,ACK,browsing
4421,32.285066,Google,Local,TCP,60,ACK,browsing
4423,32.290048,Local,Google,TCP,54,ACK,browsing
4425,32.290783,Static,Local,TCP,60,ACK,browsing
4427,32.293281,Local,Google,TCP,54,ACK,browsing
4429,32.298502,Local,Google,TCP,54,ACK,browsing
4431,32.30187,Local,Google,TCP,54,ACK,browsing
4434,32.321129,Static,Local,TCP,60,ACK,browsing
4436,32.333323,Google,Local,TCP,60,ACK,browsing
4439,32.376449,Google,Local,TCP,60,ACK,browsing
4441,32.384939,Static,Local,TCP,60,ACK,browsing
4444,32.393695,Google,Local,TCP,60,ACK,browsing
4445,32.393695,Google,Local,TCP,60,ACK,browsing
4447,32.393911,Google,Local,TCP,60,ACK,browsing
4450,32.443355,Local,Static,TCP,54,ACK,browsing
4452,32.443587,Static,Local,TCP,60,ACK,browsing
4454,32.451428,Local,Google,TCP,54,ACK,browsing
4457,32.452344,Google,Local,TCP,60,ACK,browsing
4459,32.509834,Local,Google,TCP,54,ACK,browsing
4461,32.520575,Local,Google,TCP,54,ACK,browsing
4463,32.520773,Local,Google,TCP,54,ACK,browsing
4465,32.585061,Local,Google,TCP,54,ACK,browsing
4467,32.593554,Local,Google,TCP,54,ACK,browsing
4469,32.601931,Local,Google,TCP,54,ACK,browsing
4471,32.601996,Local,Google,TCP,54,ACK,browsing
4473,32.804856,Local,Google,TCP,54,ACK,browsing
4475,32.804965,Local,Google,TCP,54,ACK,browsing
4477,32.808576,Local,Google,TCP,54,ACK,browsing
4479,32.808733,Local,Google,TCP,54,ACK,browsing
4481,32.858466,Local,Google,TCP,54,ACK,browsing
4483,32.866066,Local,Google,TCP,54,ACK,browsing
4485,32.86644,Local,Google,TCP,54,ACK,browsing
4487,32.873931,Local,Google,TCP,54,ACK,browsing
4489,32.886862,Local,Google,TCP,54,ACK,browsing
4491,32.893911,Local,Google,TCP,54,ACK,browsing
4493,32.897841,Local,Google,TCP,54,ACK,browsing
4495,32.898129,Local,Google,TCP,54,ACK,browsing
4497,32.898228,Local,Google,TCP,54,ACK,browsing
4499,32.899151,Local,Google,TCP,54,ACK,browsing
4501,32.89931,Local,Google,TCP,54,ACK,browsing
4503,32.901623,Local,Google,TCP,54,ACK,browsing
4505,32.901647,Local,Google,TCP,54,ACK,browsing
4507,32.902778,Local,Google,TCP,54,ACK,browsing
4509,32.902945,Local,Google,TCP,54,ACK,browsing
4511,32.903957,Local,Google,TCP,54,ACK,browsing
4513,32.90421,Local,Google,TCP,54,ACK,browsing
4515,32.906628,Local,Google,TCP,54,ACK,browsing
4517,32.906689,Local,Google,TCP,54,ACK,browsing
4519,32.907554,Local,Google,TCP,54,ACK,browsing
4521,32.907658,Local,Google,TCP,54,ACK,browsing
4523,32.908692,Local,Google,TCP,54,ACK,browsing
4525,32.908769,Local,Google,TCP,54,ACK,browsing
4527,32.911198,Local,Google,TCP,54,ACK,browsing
4529,32.91134,Local,Google,TCP,54,ACK,browsing
4531,32.913499,Local,Google,TCP,54,ACK,browsing
4533,32.913596,Local,Google,TCP,54,ACK,browsing
4535,32.914142,Local,Google,TCP,54,ACK,browsing
4537,32.914298,Local,Google,TCP,54,ACK,browsing
4539,32.915489,Local,Google,TCP,54,ACK,browsing
4541,32.915521,Local,Google,TCP,54,ACK,browsing
4543,32.927253,Local,Google,TCP,54,ACK,browsing
4545,32.92949,Local,Google,TCP,54,ACK,browsing
4547,33.011483,Local,Google,TCP,54,ACK,browsing
4549,33.013934,Local,Google,TCP,54,ACK,browsing
4551,33.020138,Local,Google,TCP,54,ACK,browsing
4553,33.022747,Local,Google,TCP,54,ACK,browsing
4555,33.02822,Local,Google,TCP,54,ACK,browsing
4557,33.030068,Local,Google,TCP,54,ACK,browsing
4559,33.121893,Local,Google,TCP,54,ACK,browsing
4561,33.125863,Local,Google,TCP,54,ACK,browsing
4563,33.125886,Local,Google,TCP,54,ACK,browsing
4565,33.130458,Local,Google,TCP,54,ACK,browsing
4567,33.131166,Local,Google,TCP,54,ACK,browsing
4569,33.133217,Local,Google,TCP,54,ACK,browsing
4571,33.133372,Local,Google,TCP,54,ACK,browsing
4573,33.140379,Local,Google,TCP,54,ACK,browsing
4575,33.143026,Local,Google,TCP,54,ACK,browsing
4577,33.204248,Local,Google,TCP,54,ACK,browsing
4579,33.207008,Local,Google,TCP,54,ACK,browsing
4581,33.216183,Local,Google,TCP,54,ACK,browsing
4583,33.219815,Local,Google,TCP,54,ACK,browsing
4585,33.226636,Local,Google,TCP,54,ACK,browsing
4587,33.229091,Local,Google,TCP,54,ACK,browsing
4588,33.28002,Local,Amazon,TCP,54,TCP Dup ACK,browsing
4589,33.280073,Local,CDN,TCP,54,TCP Dup ACK,browsing
4590,33.280317,CDN,Local,TCP,60,TCP Dup ACK,browsing
4591,33.280317,CDN,Local,TCP,60,TCP Dup ACK,browsing
4593,33.290736,Local,Google,TCP,54,ACK,browsing
4595,33.293719,Local,Google,TCP,54,ACK,browsing
4597,33.293778,Local,Google,TCP,54,ACK,browsing
4599,33.299461,Local,Google,TCP,54,ACK,browsing
4601,33.301837,Local,Google,TCP,54,ACK,browsing
4603,33.323237,Local,Google,TCP,54,ACK,browsing
4605,33.325732,Local,Google,TCP,54,ACK,browsing
4607,33.447441,Local,Google,TCP,54,ACK,browsing
4609,33.45162,Local,Google,TCP,54,ACK,browsing
4611,33.451729,Local,Google,TCP,54,ACK,browsing
4613,33.459067,Local,Google,TCP,54,ACK,browsing
4615,33.463022,Local,Google,TCP,54,ACK,browsing
4617,33.467364,Local,Google,TCP,54,ACK,browsing
4619,33.47047,Local,Google,TCP,54,ACK,browsing
4620,33.470428,Google,Local,TCP,1474,ACK,browsing
4621,33.470521,Local,Google,TCP,54,ACK,browsing
4623,33.470642,Local,Google,TCP,54,ACK,browsing
4625,33.491059,Local,Google,TCP,54,ACK,browsing
4627,33.494479,Local,Google,TCP,54,ACK,browsing
4629,33.498074,Local,Google,TCP,54,ACK,browsing
4631,33.50087,Local,Google,TCP,54,ACK,browsing
4633,33.520779,Local,Google,TCP,54,ACK,browsing
4635,33.523925,Local,Google,TCP,54,ACK,browsing
4637,33.604978,Local,Google,TCP,54,ACK,browsing
4639,33.60786,Local,Google,TCP,54,ACK,browsing
4641,33.615573,Local,Google,TCP,54,ACK,browsing
4643,33.618293,Local,Google,TCP,54,ACK,browsing
4645,33.626871,Local,Google,TCP,54,ACK,browsing
4647,33.62969,Local,Google,TCP,54,ACK,browsing
4649,33.680109,Local,Google,TCP,54,ACK,browsing
4651,33.683202,Local,Google,TCP,54,ACK,browsing
4653,33.688626,Local,Google,TCP,54,ACK,browsing
4655,33.690794,Local,Google,TCP,54,ACK,browsing
4657,33.721837,Local,Google,TCP,54,ACK,browsing
4659,33.725141,Local,Google,TCP,54,ACK,browsing
4660,33.792795,Local,Google,TCP,54,ACK,browsing
4661,33.793032,Google,Local,TCP,60,ACK,browsing
4663,33.805998,Local,Google,TCP,54,ACK,browsing
4665,33.808709,Local,Google,TCP,54,ACK,browsing
4667,33.813657,Local,Google,TCP,54,ACK,browsing
4669,33.816787,Local,Google,TCP,54,ACK,browsing
4671,33.81701,Local,Google,TCP,54,ACK,browsing
4673,33.825391,Local,Google,TCP,54,ACK,browsing
4675,33.830281,Local,Google,TCP,54,ACK,browsing
4677,33.879055,Local,Google,TCP,54,ACK,browsing
4679,33.879883,Local,Google,TCP,54,ACK,browsing
4681,33.881853,Local,Google,TCP,54,ACK,browsing
4683,33.891628,Local,Google,TCP,54,ACK,browsing
4685,33.924004,Local,Google,TCP,54,ACK,browsing
4688,34.011375,Local,Google,TCP,54,ACK,browsing
4690,34.030322,Google,Local,TCP,60,ACK,browsing
4692,34.03136,Google,Local,TCP,60,ACK,browsing
4694,34.034329,Local,Google,TCP,54,ACK,browsing
4695,34.034415,Google,Local,TCP,82,ACK,browsing
4696,34.034421,Local,Google,TCP,54,ACK,browsing
4698,34.03448,Local,Google,TCP,54,ACK,browsing
4700,34.034562,Local,Google,TCP,54,ACK,browsing
4702,34.035321,Local,Google,TCP,54,ACK,browsing
4704,34.035503,Local,Google,TCP,54,ACK,browsing
4706,34.043598,Local,Google,TCP,54,ACK,browsing
4707,34.051991,Local,Google,TCP,54,ACK,browsing
4709,34.05258,Local,Google,TCP,54,ACK,browsing
4710,34.052733,Google,Local,TCP,4314,ACK,browsing
4711,34.052747,Local,Google,TCP,54,ACK,browsing
4712,34.052978,Google,Local,TCP,4314,ACK,browsing
4713,34.052997,Local,Google,TCP,54,ACK,browsing
4714,34.053112,Google,Local,TCP,1474,ACK,browsing
4715,34.053125,Local,Google,TCP,54,ACK,browsing
4717,34.053346,Local,Google,TCP,54,ACK,browsing
4719,34.053612,Local,Google,TCP,54,ACK,browsing
4721,34.115015,Local,Google,TCP,54,ACK,browsing
4723,34.122492,Local,Google,TCP,54,ACK,browsing
4725,34.132576,Local,Google,TCP,54,ACK,browsing
4727,34.140528,Local,Google,TCP,54,ACK,browsing
4729,34.141839,Local,Google,TCP,54,ACK,browsing
4731,34.149552,Local,Google,TCP,54,ACK,browsing
4733,34.214956,Local,Google,TCP,54,ACK,browsing
4735,34.223197,Local,Google,TCP,54,ACK,browsing
4737,34.224273,Local,Google,TCP,54,ACK,browsing
4739,34.225108,Local,Google,TCP,54,ACK,browsing
4741,34.23212,Local,Google,TCP,54,ACK,browsing
4743,34.232203,Local,Google,TCP,54,ACK,browsing
4745,34.240176,Local,Google,TCP,54,ACK,browsing
4747,34.242259,Local,Google,TCP,54,ACK,browsing
4749,34.296519,Local,Google,TCP,54,ACK,browsing
4751,34.303682,Local,Google,TCP,54,ACK,browsing
4753,34.30403,Local,Google,TCP,54,ACK,browsing
4755,34.311966,Local,Google,TCP,54,ACK,browsing
4757,34.52035,Local,Google,TCP,54,ACK,browsing
4759,34.528278,Local,Google,TCP,54,ACK,browsing
4761,34.55138,Local,Google,TCP,54,ACK,browsing
4762,34.560258,Local,Static,TCP,54,TCP Keep Alive,browsing
4763,34.560293,Local,CDN,TCP,54,TCP Dup ACK,browsing
4764,34.56047,Static,Local,TCP,60,TCP Keep Alive,browsing
4765,34.56047,CDN,Local,TCP,60,TCP Dup ACK,browsing
4766,34.563942,Local,Google,TCP,54,ACK,browsing
4767,34.564021,Google,Local,TCP,60,ACK,browsing
4769,34.568434,Local,Google,TCP,54,ACK,browsing
4771,34.569994,Local,Google,TCP,54,ACK,browsing
4773,34.592458,Local,Google,TCP,54,ACK,browsing
4775,34.599875,Local,Google,TCP,54,ACK,browsing
4777,34.613885,Local,Google,TCP,54,ACK,browsing
4779,34.622177,Local,Google,TCP,54,ACK,browsing
4781,34.816532,Local,Google,TCP,54,ACK,browsing
4783,34.818005,Local,Google,TCP,54,ACK,browsing
4785,34.860361,Local,Google,TCP,54,ACK,browsing
4787,34.860421,Local,Google,TCP,54,ACK,browsing
4789,34.865574,Local,Google,TCP,54,ACK,browsing
4791,34.87616,Local,Google,TCP,54,ACK,browsing
4793,34.881767,Local,Google,TCP,54,ACK,browsing
4795,34.886759,Local,Google,TCP,54,ACK,browsing
4797,34.886824,Local,Google,TCP,54,ACK,browsing
4799,34.890738,Local,Google,TCP,54,ACK,browsing
4801,34.897514,Local,Google,TCP,54,ACK,browsing
4803,34.908021,Local,Google,TCP,54,ACK,browsing
4805,34.91432,Local,Google,TCP,54,ACK,browsing
4807,34.914719,Local,Google,TCP,54,ACK,browsing
4809,34.919073,Local,Google,TCP,54,ACK,browsing
4811,34.927336,Local,Google,TCP,54,ACK,browsing
4813,34.998253,Local,Google,TCP,54,ACK,browsing
4815,35.006079,Local,Google,TCP,54,ACK,browsing
